dust,NO2,CO2,SO2,AQI
55.93,37.89,1.06,20.82,175
51.51,36.61,1.02,20.65,150
54.84,41.92,1.28,22.2,163
59.08,35.01,1.1,12.59,206
22.14,26.84,0.9,11.1,102
38.92,39.07,1.01,15.05,104
71.62,47.56,1.24,21.22,151
90.55,55.28,1.42,26.03,199
95.24,58.95,1.66,22.16,225
110.16,61.72,1.87,29.31,246
104.17,63.45,1.92,25.76,257
85.7,51.58,1.41,19.17,232
86.41,39.89,1.31,17.67,251
82.37,50.69,1.34,26.12,223
73.06,39.8,1.05,21.85,248
76.44,40.9,1.06,20.02,269
84.04,52.04,1.33,23.71,256
95.72,59.32,1.62,26.58,257
111.57,63.15,1.61,27.67,285
77.72,43.19,1.19,18.26,275
52.16,49.82,1.09,17.91,202
77.96,59.78,1.26,18.19,182
101.25,55.16,1.51,21.93,231
118.9,70.81,1.93,23.72,267
128.78,69.77,1.98,22.77,310
143.34,60.85,2,25.84,389
137.2,51.13,1.52,23.46,390
95.07,38.05,1.03,17.6,333
101.83,42.02,1.15,21.6,266
178.22,40.68,1.22,19.36,352
170.81,50.88,1.51,33.5,376
58.22,37.53,1.02,13.4,217
84.81,57.75,1.52,20.93,194
75.45,50.99,1.38,15.36,192
92.53,45.67,1.31,13.26,257
44.28,33.79,1.04,10.93,176
81.99,45.8,1.21,17.36,168
93.97,56.55,1.35,19.81,216
77.78,47.58,1.21,20.15,206
64.24,51.8,1.5,16.92,167
92.4,52.71,1.49,21.68,228
43.86,40.33,1.21,11.99,151
43.66,34.52,0.99,13.09,125
55.13,41.51,1.06,17.94,135
64.66,53.92,1.28,18.9,163
65.82,61.45,1.3,20.59,175
74.8,65.84,1.45,23.61,191
85.21,71.8,1.75,21.99,226
88.57,56.83,1.47,19.82,266
95.4,57.24,1.56,21.54,300
73.36,32.22,1.07,14.15,222
66.94,30.33,1.03,12.64,232
54.95,36,1.14,13.67,212
73.35,42.68,1.29,15.82,190
70.61,44.85,1.13,16.15,209
54.81,35.32,1.11,14.44,192
69.75,51,1.47,13.47,184
101.05,62.84,1.86,21.74,237
74.48,61.53,1.63,15.19,230
118.38,49.86,1.41,13.52,315
59.86,30.46,0.92,11.57,280
52.66,34.53,1.03,11.79,189
53.79,37.07,1.07,12.89,167
81.86,47.15,1.18,17.56,217
42.06,20.56,0.8,9.54,205
40.18,27.51,0.89,11.07,126
30.39,32.32,1.03,8,119
79.96,37.14,1.12,12.69,173
42.76,31.19,0.92,9.7,175
71.15,44.78,1.22,12.23,178
68.27,44.12,1.11,14.97,185
42.06,23.02,0.95,10.11,153
26.29,25.93,0.92,10.74,118
53.65,32.24,1.07,11.91,131
67.36,37.39,1.16,12.87,161
65.3,39.94,1.16,13.46,169
61.21,38.37,1.02,14.43,207
58.08,34.56,0.93,11.99,223
65.24,33.03,1.04,12.82,234
57.27,31.09,0.94,12.22,195
71.68,28.13,0.99,12.02,202
39.99,26.57,0.99,9.75,162
36.82,29.23,1.11,9.75,111
48.6,34.77,1.2,11.05,113
34.25,29.91,1,10.18,99
38.81,28.87,1.08,10.67,101
49.12,32.85,1.15,10.64,129
42.56,30.38,1.11,9.52,131
69.21,31.36,1.04,10.41,150
76.99,29.87,0.97,9.64,300
76.35,26.97,1.05,8.96,294
63.18,23.13,0.97,9.11,312
63.16,25.1,0.95,9.85,243
42.04,27.17,1.09,10.39,180
31.51,27.54,1.05,9.64,117
32.06,28.44,1.03,8.91,92
32.92,37.14,1.24,8.86,98
63.02,40.79,1.41,9.95,142
46.43,37.1,1.15,8.6,137
50.57,33.89,1.39,8.83,123
60.38,33.03,1.55,8.95,124
73.08,39.89,1.61,9.05,156
63.26,40.29,1.41,8.83,165
22.79,33.52,0.94,8.76,98
30.63,31.61,0.99,8.92,94
26.16,25.34,1,8.67,85
21.13,21.89,0.89,8.43,83
24.45,25.11,0.92,8.97,82
30.1,26.92,0.97,9.36,90
30.22,26.45,0.93,8.78,90
34.26,28.4,0.94,8.79,98
35.06,30.96,1.03,8.45,95
38.54,31,1.07,9.43,104
46.69,30.9,1.13,9.96,101
52.2,34.64,1.24,9.37,108
30.04,34.68,1.14,8.26,99
32.63,31.82,1.22,9.81,104
27.69,28.9,1.01,10.61,99
14.59,22.08,0.86,9.3,89
16.73,22.06,0.87,8.47,75
25.53,25.93,0.96,8.65,83
20.53,26.18,1.02,8.14,80
21.68,27.12,1.1,8.37,85
33.21,31.9,1.19,8.5,93
28.78,25.03,1.04,8.51,93
15.52,21.51,0.87,8.61,73
10.24,19.1,0.81,7.67,67
15.51,20.93,0.98,8.57,66
38.55,28.59,1.31,8.6,99
41.74,26.86,1.23,8.12,103
46.69,32.68,1.14,7.81,107
44.16,42.21,1.21,8.41,125
50.49,40.32,1.3,8.36,130
60.71,41.76,1.47,8.78,149
33.49,31.71,0.93,8.23,107
25.06,31.6,0.99,8.55,77
40.68,34.48,1.17,10.01,114
42.04,34.62,1.07,9.64,119
33.92,30.6,0.93,8.24,103
43.5,32.44,1.02,9.33,110
57.16,40.79,1.41,9.14,123
35.13,32.08,1.11,8.41,123
46.15,31.91,1.07,8.81,105
70.64,36.51,1.21,8.95,131
73.33,36.99,1.22,9.03,165
33.9,29.09,0.97,9.25,118
35.81,30.05,0.99,10.9,96
34.98,30.9,1,8.17,95
32.83,26.84,0.9,8.72,99
56.31,30.47,1,8.45,107
64.48,34.12,1.07,9.49,139
79.6,39.69,1.15,9.54,166
57.83,34.01,0.99,8.91,158
33.59,29.75,0.88,8.16,103
26.65,26.05,0.77,8.48,85
35.52,27.77,0.91,8.55,83
56.6,36.18,1.13,8.35,111
59.14,38.18,1.12,8.64,143
35.41,31.3,0.86,9.46,117
21.74,24.15,0.78,9.29,80
40.33,31.73,0.95,10.81,96
39.23,31.43,0.99,9.63,112
26.51,30.66,0.91,9.32,86
34.46,30.02,0.93,9.9,89
35.88,34.98,0.98,9.19,103
30.52,29.99,0.9,8.94,100
22.9,27.25,0.83,10.43,87
15.66,24.52,0.78,10.3,78
22.52,26.18,0.77,10.01,78
16.91,22.84,0.74,8.85,68
29.42,27.89,0.92,8.22,75
33.92,28,0.96,8.5,98
40.16,29.72,1.05,8.95,105
57.99,36.77,1.25,10.42,140
43.07,34.07,0.99,8.34,113
39.48,33.82,1.03,8.08,108
58.75,36.98,0.99,8.62,127
55.88,33.46,0.91,8.25,133
44.85,33.4,0.85,8.91,123
77.02,45.5,1.37,11.9,165
100.82,50.32,1.34,13.83,208
98.07,48.05,1.37,11.02,243
103.45,48.54,1.44,11.26,235
132.57,51.27,1.65,12.75,282
116.33,50.83,1.73,11.46,285
133.35,58.61,2.18,13.31,291
146.37,53.03,1.77,13.22,320
121.68,46.51,1.44,14.95,300
90.41,39.62,1.14,11.36,265
76.77,51.37,1.18,11.33,170
98.05,48.83,1.26,10.64,242
115.16,51.05,1.3,11.11,254
93.51,50.05,1.37,11.7,243
122.12,57.92,1.79,14.08,248
173.56,67.36,2.46,18.87,335
129.9,52.55,1.72,15.17,331
148.73,56.43,1.92,12.76,315
198.81,48.37,1.77,13.21,354
301.39,48.45,1.77,18.03,417
287.56,60.03,2.43,12.71,419
279.32,63.87,2.67,13.81,452
314.32,71.37,2.92,15.86,460
388.45,73.61,2.59,16.32,591
320.26,54.1,1.93,12.88,473
582.28,49.67,2.39,10.2,659
272.3,44.53,1.47,11.68,532
190.41,44.32,1.43,13.17,385
101.09,54.77,1.52,11.58,265
182.47,51.64,1.58,11.95,296
154.14,52.79,1.68,14.04,346
140.8,44.01,1.34,11.58,321
192.35,50.35,1.44,13.95,339
252.48,61.36,1.79,15.18,376
384.34,66.1,2.25,14.41,475
383.36,73.6,2.5,15.12,532
371.42,82.63,2.92,16.26,537
423.52,59.35,2.35,14.14,595
174.03,42.35,1.34,12.89,438
96.34,33.78,0.92,10.78,273
108.4,40.05,1.26,10.55,245
126.92,52.79,1.6,12.05,251
175.19,77.62,2.21,14.74,315
217.7,91.65,3,19.85,375
201.17,75.08,2.4,16.02,377
130.41,52.7,1.3,11.64,334
107.86,43.51,1.01,11.35,264
122.37,53.29,1.45,13.59,269
114.27,53.83,1.41,17.65,284
65.7,42.94,0.89,10.71,166
31.03,32.3,0.65,8.99,106
53.79,41.9,1.03,10.14,89
96.96,45.04,1.21,9.87,175
123.66,50.39,1.17,11.39,257
141.12,57.23,1.49,11.18,299
140.07,60.85,1.49,11.37,302
163.24,71.65,1.95,13.48,313
271.99,91.53,2.95,14.48,389
241.69,69.73,2.03,13.41,423
233.79,66.41,2.32,15.4,382
239.98,68.59,2.88,13.69,404
200.33,68.28,2.32,12.34,371
236.4,72.63,2.41,12.49,377
299.85,85.56,3.2,14.71,430
284.18,64.36,2.01,12.61,471
94.62,41.21,1.14,7.9,322
78.59,41.29,1.18,9.04,179
94.67,39.9,1.15,8.5,205
88.05,35.06,1.04,7.17,202
93.07,32.7,1.07,7.26,178
144,44.41,1.24,7.98,273
261.16,55.64,1.92,9.64,354
316.09,60.58,2.16,9.92,452
249.87,50.24,1.71,8.52,441
146.81,38.96,1.13,6.67,351
171.47,39.83,1.28,7,321
262.69,56.72,1.76,8.7,376
166.71,39.77,1.2,6.96,384
196.97,45.08,1.17,6.99,340
240.07,54.6,1.39,7.88,372
275.6,55.98,1.96,10.26,425
326.79,57.76,1.86,10.25,455
333.43,55.61,2.24,11.15,506
245.53,47.5,1.8,11.03,417
372.14,64.18,3.15,18.49,492
327.04,64.8,3.32,19.95,485
228.9,55.65,2.8,14.93,426
220.6,57.67,2.2,12.85,366
170.21,48.25,1.23,9.59,354
159.64,51.19,1.27,11.34,335
120.31,44.9,1.18,12.74,285
117.98,38.64,1.13,8.67,281
89.26,32.3,0.89,7.28,231
130.82,45.12,1.3,9.44,255
151.1,53.28,1.54,11.65,309
207.23,59.91,2.26,12.35,352
218.98,55.04,2.11,11.59,381
115.62,38.08,1.16,9.24,314
111.57,47.45,1.17,10.68,241
139.06,44.21,1.11,10.44,286
107.65,36.19,1.14,9.69,287
125.3,43.78,1.32,9.65,262
125.04,34.18,0.96,8.69,290
142.18,38.21,1.39,9.65,282
222.81,48.18,1.93,12.24,359
198.88,44.3,1.9,10.95,378
74.45,35.26,0.79,8.71,273
79.83,44,0.99,10.73,155
136.72,56.31,1.48,12.36,251
201.2,50.94,2.09,12.81,349
209.97,67.09,2.19,14.72,365
104.45,42.01,1.26,11.12,302
77.95,42.24,1.24,9.85,218
91.56,45.04,1.08,10.06,195
92.04,47.35,1.1,9.9,203
112.13,44.25,1.26,10.02,244
120.86,45.28,1.2,10.32,254
138.5,53.71,1.51,11.4,297
188.42,64.8,2.21,15.26,336
150.08,53.35,1.3,13.31,344
118.57,51.82,1.18,12.08,277
150.15,58.46,1.51,14.21,307
149.67,47.55,1.16,14.39,315
151.43,50.75,1.29,14.64,310
174.4,56.48,1.61,14.83,328
176.57,60.12,1.89,14.37,347
172.12,55.96,1.29,16.24,343
95.72,41.59,0.95,16.49,279
73.84,34.6,0.82,13.53,186
83.07,44.57,0.91,17.59,174
132.63,57.15,1.38,19.61,254
158.69,61.17,1.61,18.85,323
125.53,59.91,1.39,23.01,292
138.46,59.9,2,20.13,300
98.84,44.05,0.99,14.91,253
53.11,33.27,0.83,10.45,170
63.62,41.23,1.2,13.38,104
105.71,42.24,1.26,14.3,221
70.59,44.2,1.02,15.94,169
127.75,46.76,1.22,18.24,244
141.81,50.67,1.54,17.61,303
107.28,46.15,1.23,14.7,270
83.48,33.92,0.97,11.55,214
60.01,33.98,0.83,12.05,144
42.83,40.73,0.97,12.19,105
99.34,50.23,1.58,15.81,192
86.26,46.6,1.22,15.48,226
82.9,45.62,1.1,16.22,200
31.43,32.97,0.81,11.32,112
21.32,33.71,0.87,10.42,82
40.96,35.53,0.82,11.84,77
72.1,37.14,1.11,12.61,156
58.04,32.29,0.75,13.33,138
84.35,30.22,0.84,17.21,186
55.19,29.76,0.76,13.82,128
56.92,36.74,0.94,13.68,125
68.72,40.53,0.87,15.42,170
39.41,34.59,0.76,11.59,131
60.99,41.09,0.9,13.92,124
61.61,41.52,0.89,14.8,148
69.7,43.5,1,15.06,164
68.93,45.86,1.07,14.93,162
90.62,45.67,1.14,17.66,191
90.31,51.26,1.24,19.71,209
82.39,46.04,1.18,18.55,205
78.61,29.85,0.92,16.63,198
54.26,25.96,0.78,15.17,127
55.85,27.07,0.81,15.81,124
37.87,21.11,0.68,11.49,92
45.69,16.58,0.58,12.82,93
26.89,15.32,0.53,11.04,76
21.23,17.52,0.54,10.28,51
27.59,16.6,0.52,10.39,64
35.08,17.52,0.58,12.47,74
35.31,18.03,0.56,12.33,81
32.88,19.17,0.62,13,80
28.51,17.18,0.6,10.84,78
31.36,20.07,0.61,11.99,84
40.79,22.38,0.68,12.59,90
51.79,24.42,0.81,16.03,103
59.91,24.37,0.81,15.59,134
33.12,19.27,0.6,13.46,100
29.7,18.56,0.56,12.85,91
36.13,21.37,0.66,14.2,89
57.67,27.12,0.81,16.32,111
53.03,23.64,0.83,18.38,126
38.57,17.59,0.67,15.7,102
60.6,23.4,0.83,19.86,119
58.22,25.71,0.93,17.38,134
58.31,24.55,0.93,14.89,152
69.8,25.01,0.94,19.42,172
26.93,15.83,0.64,14.08,123
29.09,15.45,0.68,12.63,102
35.49,19.72,0.71,13.17,95
52.86,24.56,1.02,15.06,115
37.17,19.64,0.82,15.36,102
58.25,24.79,0.86,17.34,122
54.71,24.83,0.91,17.39,129
65.91,25.62,0.99,18.62,143
33.09,18.68,0.75,12.76,121
40.24,17.45,0.77,16.21,119
27.18,14.8,0.76,15.59,98
41.75,17.35,0.86,17.6,105
55.18,20.11,0.91,19.08,123
49.96,17.61,0.84,17.42,128
61.04,18.46,0.89,17.52,140
34.67,14.36,0.76,13,127
32.56,15.14,0.68,11.94,110
26.63,16.95,0.72,11.92,92
56.24,21.36,0.87,16.4,117
58.44,21.88,0.89,15.78,139
36.02,17.97,0.73,13.6,140
51.09,21.66,0.83,13.82,138
54.18,17.65,0.85,13.33,142
44.3,16.46,0.74,12.02,127
43.26,19.53,0.76,12.66,113
43.19,18.49,0.75,13.84,122
68.8,21.34,0.9,15.41,132
56.17,25.12,0.89,12.92,154
47.44,23.45,0.84,13.71,125
81.87,26.17,0.99,16.19,175
98.63,31.96,1.06,20.19,202
101.02,34.76,1.12,22.11,222
106.63,42.67,1.31,20.41,238
67.8,32.8,1.03,18.96,196
55.92,31.36,1.09,18.99,149
94.37,45.36,1.31,26.05,199
74.92,42.43,1.16,17.05,202
55.37,27.35,0.87,17.11,174
61.46,30.92,0.94,21.3,157
55.38,37.79,1.1,16.82,153
43.22,26.95,0.83,14.49,156
39.07,17.1,0.8,11.68,174
24.62,19.02,0.77,9.95,129
23.09,18.51,0.84,9.95,84
21.51,17.05,0.84,9.06,80
41.05,22.99,0.96,14.02,100
45.9,24.78,0.92,12.71,123
50.62,28.02,0.9,15.91,123
68.24,34.11,1.09,17.97,144
42.43,25.87,0.87,12.46,126
35.14,21.25,0.82,10.69,102
39.99,22.65,0.86,11.89,104
46.9,25.81,0.94,15.78,112
64.77,32.01,1.01,15.06,138
58.9,34.31,1.03,14.12,154
54.69,30.94,0.91,12.74,142
64,30.05,1.06,12.9,152
52.36,25.46,0.95,10.59,132
71.08,26.01,1.04,13.57,147
48.69,25.95,0.88,12.57,130
39.87,24.58,0.88,12.08,126
34.35,16.94,0.78,10.84,110
36.84,18.32,0.82,12.19,107
57.6,17.78,0.86,11.98,132
35.96,20.37,0.8,10.98,158
39.7,23.7,0.85,11.71,105
39.47,20.61,0.91,11.08,104
29.02,16.39,0.88,11.09,85
30.91,16.84,0.89,11.02,71
38.37,21.41,1.02,11.28,86
50.01,22.06,1.01,11.66,104
39.8,21.46,0.87,10.38,112
59.52,21.6,0.94,10.7,196
44.86,21.57,0.88,11.58,233
39.8,17.96,0.84,10.51,114
54.01,21.05,0.97,11.15,101
32,28.84,1.16,4.8,104
19.52,27.15,1.06,12.3,95
35.82,27.52,0.97,16.04,79
56.58,28.16,0.97,17.83,115
62.38,23.13,0.77,15.82,117
75.88,25.83,0.92,16.29,160
52.61,25.06,0.89,14.62,114
50.17,30.02,0.88,13.28,115
60.57,30.6,0.84,12.68,134
43.92,25.9,0.82,14.36,118
57.48,27.24,0.97,15.87,119
73.26,24.94,1.06,15.9,155
76.84,25.66,1.18,19.73,181
84.93,30.5,1.28,19.43,178
80.27,28.31,1.23,19.95,175
85.31,18.07,1.11,15.81,176
58.09,16.63,0.88,16.66,154
85.87,19.83,1.13,17.25,168
51.38,15.96,0.81,18.26,124
61.21,17.61,0.97,16.44,122
31.83,15.06,0.75,16.27,86
31.27,15.96,0.56,16.42,65
20.82,14.19,0.54,15.31,59
17.59,14.65,0.49,14.77,62
23.65,13.75,0.5,18.73,68
32,12.76,0.55,18.56,80
30.71,13.39,0.52,17.01,80
27.84,14.94,0.55,15.91,81
28.93,16,0.52,15.97,81
27.11,12.75,0.47,15.3,95
34.18,12.52,0.52,14.86,93
49.7,15.9,0.69,15.2,99
52.7,14.5,0.65,15.57,106
31.8,11.95,0.43,14.66,94
28.04,10.94,0.42,14.11,96
31.68,12.14,0.47,14.14,101
49.34,18.33,0.68,14.23,105
51.41,18.3,0.81,14.52,127
32.16,16.41,0.6,14,107
53.33,17.19,0.76,13.83,114
51.22,19.88,0.81,13.28,122
59.01,18.25,0.79,13.21,138
62.75,17.1,0.83,13.53,157
28.23,12.66,0.62,12.42,120
26.84,12.87,0.57,12.12,107
30.21,15.3,0.65,12.1,109
48.86,19.64,0.78,12.42,99
33.79,14.88,0.68,10.67,105
49.59,18.46,0.77,11.29,120
51.55,18.33,0.79,10.01,113
56.54,15.69,0.77,9.28,124
26.55,12.23,0.58,8.55,121
49.26,13.94,0.67,8.79,113
25.94,10.35,0.54,7.9,103
34.2,11.32,0.63,7.02,118
58.64,13.84,0.75,7.75,126
62.21,12.84,0.76,7.88,141
62.55,12.69,0.74,7.45,155
41.11,10.69,0.7,5.59,152
39.62,10.84,0.73,6.11,126
23.7,11.12,0.55,7.71,94
55.54,13.71,0.81,7.78,130
48.01,14.5,0.72,7.33,143
40.41,13.66,0.61,6.38,138
56.55,14.09,0.72,7.37,144
63.16,13.16,0.77,7.94,166
51.33,11.14,0.77,7.18,154
43.34,12.79,0.53,8.76,113
46.22,13.56,0.68,7.47,133
63.71,16.23,0.81,13.26,133
51.25,27.73,0.94,9.38,147
44.84,36.56,0.76,9.6,155
69.14,44.32,0.85,11.87,208
70.96,37.52,1.01,12,184
59.29,34.85,0.91,8.51,160
74.62,35.58,0.99,9.11,160
67.08,27.33,0.89,10.08,167
51.41,24.81,0.92,10.07,141
62.53,24.42,1.06,9.26,152
65.12,19.3,1.02,8.96,146
56.3,21.9,0.91,7.56,150
60.53,18.16,0.93,8.68,139
56.62,22.71,0.91,6.96,140
68.78,25.72,0.91,7.33,162
75.32,16.27,0.88,3.91,202
32.39,15.43,0.67,16.6,166
26.35,13.94,0.7,8.94,86
27.67,16.09,0.79,9.79,105
36.12,20.5,0.85,5.42,133
46.04,14.95,0.77,5.2,156
46.92,14.13,0.78,5.85,135
58.03,17.88,0.87,5.78,130
39.79,15.71,0.82,5.91,121
43.29,13.55,0.77,5.69,110
48.67,14.17,0.87,7.4,122
47.11,15.24,1,7.28,133
65,18.55,0.92,7.99,141
50.5,19,0.81,7.07,135
46.61,15.17,0.72,4.22,122
72.62,24,0.77,6.6,147
61.48,13.94,0.64,7.16,158
73.88,10.48,0.68,6.57,157
54.15,12.44,0.58,5.43,155
49.75,13.67,0.55,6.29,128
45.21,11.29,0.53,6.87,128
46.26,8.86,0.55,5.81,122
65.61,9,0.7,4.15,148
49.08,8.09,0.53,5.38,172
49.1,8.75,0.49,5.41,132
48.62,8.8,0.65,5.13,134
39.63,8.95,0.69,4.28,108
43.35,7.9,0.63,4.03,86
42.64,8.14,0.75,4.06,102
56.56,10.07,0.9,6.42,122
47.82,8.05,0.66,9.18,121
64.72,9.65,0.67,7.82,153
46.89,8.97,0.57,7.86,140
47.27,10.38,0.78,7.36,131
61.64,10.58,1.11,7.57,157
91.82,28.93,0.48,7.98,179
35.56,31.15,0.57,4.93,162
45.64,28.96,0.73,5.29,76
60.88,30.64,0.53,5.16,140
65.61,26.03,0.57,5.44,128
60.02,19.82,0.49,4.02,164
73.21,19.94,0.57,5.96,169
83.87,20,0.59,5.99,189
56.53,18.53,0.39,4.97,142
33.03,12.01,0.41,2.37,112
120.75,21.65,0.64,2.67,340
29.66,25.94,0.6,3.81,125
36.56,20.11,0.64,7.58,75
42.69,17.81,1.22,5.41,85
75.04,16.05,0.93,6.88,113
136.45,11.76,0.66,7.34,231
150.93,6.52,0.8,11.05,246
116.24,7.43,0.71,10.16,244
137.28,7.93,1.03,8.39,316
69.24,2.3,1.09,6.55,219
45.98,2.28,0.97,5.24,117
106.66,2.56,1.43,7.46,182
58.05,3.46,1.35,10.15,125
124.14,6.46,1.06,6.89,189
192.41,3.91,1.31,9.92,272
118.66,1.87,0.87,7.59,266
155.84,1.17,0.78,5.37,230
59.6,0.95,0.61,5.61,210
65.35,1.05,0.95,6.73,118
116.35,2.84,1.05,7.99,179
84.18,3.3,1.25,7.79,212
86.98,1.94,0.62,3.9,156
73.34,1.33,0.41,4.64,191
133.6,0.85,1.05,6.64,185
103.01,0.74,0.86,5.43,235
95.22,0.74,0.84,7.46,210
122.14,0.73,1.34,5.66,226
81.18,0.67,1.28,5.4,227
252.47,0.64,1.08,6,216
516.2,0.62,1.09,4.77,487
270.21,0.65,0.94,8.98,502
31.56,0.71,1.02,6.96,188
54.91,0.71,1.15,7.07,106
56.93,1.18,0.96,10.7,120
40.67,1.72,0.99,13.4,130
50.03,4.47,0.96,8.04,103
89.59,14.73,1.53,10.99,179
86.87,14.84,0.93,11.36,206
51.21,10.48,1.24,8.8,145
53.87,15.98,0.59,8.37,114
67.45,18.54,0.55,11.9,129
85.48,17,0.78,13.68,135
88.14,19.56,0.61,12.92,275
72.77,15.59,0.61,13.17,157
61.82,15.61,1.19,13.89,131
70.51,16.18,1.2,11.67,144
69.02,10.53,1.06,12.49,130
44.27,6.38,0.81,9.57,128
46.31,6.58,0.84,9.58,102
37.76,5.1,0.89,9.16,110
30.44,6.96,0.94,8.51,86
38.88,9.18,0.93,8.8,92
70.96,7.21,1.25,9.36,121
46.04,7.92,0.76,6.44,97
40.59,10.51,0.92,9.44,102
69.37,15.65,1.1,8.3,119
91.06,21,1.4,11.16,199
83.12,16.36,1.1,9.12,172
81.22,11.75,1.01,9.53,172
67.13,9.39,0.97,8.22,164
45.49,8.74,0.92,8.03,119
38.24,10.07,0.93,9.1,101
29.53,10.13,0.87,7.72,95
45.97,17.38,0.85,7.09,99
57.22,19.75,1.28,9.04,120
61.11,16.02,1.04,9.25,127
79.25,22.09,1.17,8.71,160
72.74,17.02,1.14,10.42,147
60.2,16.7,1.12,7.05,137
49.53,16.6,1.11,7.85,120
24.85,12.14,0.91,8.54,101
42.92,13.9,1.18,7.02,111
57.34,9.76,0.86,8.74,124
30.53,10.89,0.81,8.78,102
30.54,14.83,0.89,8.37,100
33.68,12.81,0.85,7.29,101
33.48,12.47,0.8,9.02,92
36.17,12.44,0.94,8.45,98
38.31,13.32,1.03,7.17,101
45.87,8.87,0.88,7.81,104
30.24,11.64,0.6,9.7,93
59.23,13.39,0.92,7.79,102
38.41,12.88,0.8,6.71,115
60.86,11.42,0.99,8.48,113
74.08,8.91,0.91,11.36,142
79.9,12.23,1.26,14.13,174
79.52,14.89,1.26,17.09,176
65.91,21.23,1.57,9.83,148
68.43,27.59,1.52,12.64,147
83.76,29.6,1.71,13.79,171
177.62,25.5,1.73,14.74,213
232.83,17.35,1.45,8.56,387
71.44,16.6,1.15,8.39,211
66.92,15.35,1.23,7.77,145
134.61,15.94,1.27,9.82,177
80.83,16.65,1.21,8.87,218
109.82,19.71,1.33,8.84,205
66.19,13.35,0.93,7.82,195
69.27,18.17,1.14,7.82,145
97.2,20.69,1.26,8.82,228
72.09,19.99,1.17,8.85,200
71.44,19.87,1.21,8.01,159
129.67,22.42,1.39,7.62,219
103.44,21.93,1.22,10.39,257
60.76,13.38,0.91,7.1,216
56.01,7.15,0.73,7.28,155
58.57,9.91,0.93,7.02,148
54.12,8.61,1.05,8.47,161
43.05,9.64,0.78,6.51,171
50.38,9.39,0.74,7.33,152
75.11,12.5,1.02,8.71,128
62.65,10.2,0.78,10.16,147
51.14,10,0.92,13.55,117
66.16,13.23,0.99,8.42,118
73.91,10.36,0.89,7.65,149
69.02,6.65,1.25,9.03,148
103.27,8.26,1.25,12,108
68.56,13.49,0.98,9.9,174
61.7,10.58,1.12,6.51,137
61.74,8.97,0.92,3.82,121
69.72,10.01,0.86,3.99,134
72.39,11.19,1.02,4.32,149
62,12.15,0.92,4.73,137
66.95,10.13,0.92,6.21,124
61.41,10.43,0.68,4.48,122
62.77,10.25,0.89,4.77,120
58.29,7.93,0.94,5.61,120
56.27,9.52,0.67,5.45,116
37.03,9.96,1.1,5.59,123
47.56,12.95,0.93,5.36,95
45.02,11.18,0.99,5.38,102
44.95,12.82,1.06,4.95,100
173.37,17.14,1.22,6.56,134
525.09,19.14,1.57,8.75,442
353.58,16.83,1.17,9.43,510
65.95,10.53,0.82,7.15,235
50.22,9.25,0.79,7.02,115
53.47,10.41,0.9,5.88,113
48.65,7.94,0.89,6.79,109
29.42,8.1,0.87,6.07,100
36.27,9.6,0.79,5.97,99
33.01,9.41,0.92,5.34,98
38.91,8.86,0.88,5.35,102
48.34,10.22,1.08,5.22,106
50.06,12.11,1,7.78,110
63.29,12.41,1.08,5.8,117
65.76,12.36,1.1,6.89,129
43.36,10.03,0.87,5.59,118
38.93,8.1,0.77,5.48,100
41.44,9.64,0.75,5.85,98
50.81,13.18,1.33,9.26,118
60.66,15.99,1.14,5.09,121
63.93,16.48,1.11,6.07,117
63.41,13.84,0.96,6.19,135
57.96,8.84,0.82,6.35,121
63.41,8.98,0.86,6.13,126
48.22,8.51,0.85,4.96,109
49.29,13.73,0.83,5.05,106
52.53,2.57,1.01,4.48,95
65.12,2.69,1.37,6.6,111
56.19,3,1.66,9.28,112
56.72,3.09,1.53,12.25,121
77.4,14.08,1.68,10.62,123
73.6,10.41,0.85,5.67,160
73.9,11.53,1.01,6.29,151
61.09,11.4,0.91,4.08,134
69.37,9.86,1,3.7,141
64.25,9.19,1.18,4.33,138
58.28,11.1,1.12,3.25,123
55.96,11.15,1.13,3.89,125
43.84,10.39,0.66,4.58,92
57.97,11.52,0.9,6.58,103
53.75,24.81,1.21,4.43,146
52.91,34.56,0.86,5.58,103
50.6,33.59,1.5,4.5,117
42.22,31.94,0.96,5.25,120
31.46,35.11,0.8,4.88,88
31.88,32.42,0.87,4.28,77
28.04,34.6,0.82,6.37,79
46.8,34.5,1.24,3.38,99
48.99,34.56,1.61,10.06,117
55.96,31.16,1.24,6.89,116
66.47,37,1.2,10.04,131
54.58,23.02,0.83,4.06,121
70.92,21.28,1.05,3.85,125
63.68,20.25,0.97,5.27,151
51.86,28.92,1.2,4.67,139
37.66,27.73,1.1,7.1,107
45,33.13,1.02,7.21,105
48.65,33.5,1.3,5.98,120
41.99,41,1.06,6.03,100
26,21.79,0.6,8.13,101
56.86,44.83,0.17,9.29,102
52.96,34.44,0.9,7.58,129
44.3,34.53,0.51,8.18,110
40.1,32.79,0.48,6.71,99
33.33,31.35,0.47,7.87,100
46.08,31.1,0.49,6.57,108
37.28,26.57,0.43,6.13,104
40.37,35.95,0.71,3.05,116
30.1,20.72,0.38,5.1,92
29.22,29.21,0.39,10.13,67
60.88,44.45,0.7,1.15,72
89.48,59.85,1.08,2.75,90
40.12,35.16,1.65,6.65,156
50.76,33.2,1.27,5.84,167
