dust,NO2,CO2,SO2,AQI
72.97,29.17,0.44,10.67,140
52.38,6.49,0.51,8.12,121
67.26,11.17,0.71,10.5,134
72.41,8.09,0.65,10.83,137
82.74,0.51,0.73,10.53,169
66.72,0.64,0.49,10.45,136
78.83,0.81,0.54,9.74,148
81.56,18.27,0.72,10.34,174
72.27,49.32,0.81,10.01,156
71.19,65.2,0.74,17.08,160
76.45,58.72,0.77,16.64,157
86.82,90.43,1.71,29.37,195
61.99,66.23,1.11,24.09,232
58.94,80.37,0.94,21.12,182
48.33,59.48,0.77,17.88,131
50.69,67.88,0.76,19.73,128
56.85,58.84,0.82,18.51,142
54.86,49.57,0.77,22.91,124
37.05,56.87,0.71,39.68,118
31.85,57.8,0.71,27.14,115
47.48,51.33,0.83,20.42,121
48.65,43.91,0.77,15.75,124
64.04,48.57,0.88,13.82,115
50.73,20.95,0.54,2.57,124
45.48,23.2,0.56,3.81,85
60.64,44.34,0.75,11.94,114
63.92,52.48,0.82,14.67,126
57.28,48.37,0.73,19.82,120
48.89,55.29,0.78,18.72,112
39.85,56.73,0.78,22.65,117
42.34,39.02,0.83,20.9,109
42.47,34.41,0.62,10.7,99
96.1,66.65,1.1,15.43,148
93.98,52.36,0.91,11.91,224
67.56,39.88,0.66,9.05,168
55.97,40.7,0.64,17.06,105
60.63,46.99,0.76,22.86,107
51.64,41.97,0.68,16.68,110
55.66,41.72,0.93,13.78,121
54.05,31.7,0.65,8.25,116
45.64,27.43,0.54,4.7,106
51.89,37.22,0.72,9.25,99
48.2,40.51,0.67,24.17,110
30.53,29.04,0.56,18.48,88
27.49,29.4,0.57,10.65,71
29.82,27.29,0.52,10.8,73
38.7,39.01,0.6,14.53,82
36.96,34.75,0.62,10.53,101
29.16,30.39,0.44,9.41,95
22.21,21.58,0.5,3.93,62
23.84,30.58,0.43,5.31,70
27.42,35.01,0.49,9.32,72
38.43,35.61,0.56,10.75,89
36.88,33.99,0.53,12.06,95
23.42,21.57,0.31,2.33,84
39.79,40.3,0.58,4.88,75
47.17,37.12,0.63,13.77,90
29.43,30.01,0.52,11.95,85
22.09,28.51,0.5,10.36,59
28.25,35.98,0.51,17.9,81
18.89,23.41,0.56,15.35,54
15.53,27.48,0.48,10.19,66
17.15,28.43,0.48,16.84,55
27.23,33.99,0.64,27.9,78
19.46,31.74,0.51,27.42,71
17.86,28.5,0.48,14.34,66
16.36,24.01,0.57,16.12,65
21.74,23.61,0.59,8.98,80
15.93,23.5,0.34,33.14,76
29.64,35.29,0.59,16.03,98
25.81,27.12,1.77,18.84,86
21.97,26.51,0.52,22.25,76
16.34,18.01,0.38,10.65,77
13.9,19.48,0.44,13.13,49
17.59,22.83,0.44,11.63,60
14.44,21.94,0.4,12.1,67
14.65,29.04,0.43,4,65
31.6,51.33,0.61,14.33,91
22.42,40.78,0.46,17.91,84
18.79,25.71,0.42,4.96,77
14.83,23.09,0.53,11.51,70
16.6,27.91,0.52,16.18,81
19.95,27.69,0.61,14.62,84
19.27,27.8,0.62,6.64,102
20.57,35.37,0.53,20.22,90
9.35,23.46,0.41,11.06,77
81.14,34.7,0.46,8.49,119
16.11,25.8,0.48,8.2,130
25.41,46.17,0.42,13.34,81
17.96,30.47,0.5,16.64,76
12,20.48,0.55,12.17,79
20.89,38.54,0.61,22.45,69
20.64,29.74,0.44,9.07,101
16.73,25.98,0.32,8.63,76
14.85,25.75,0.37,4.89,75
11.81,20.44,0.37,7.35,60
13.64,22.38,0.35,8.21,47
11.32,20.52,0.27,5.47,44
13.25,13.2,0.3,2.76,40
14.42,20.85,0.35,4.16,38
25.1,30.18,0.48,13.46,56
27.11,28.35,0.39,13.61,87
37.85,27.18,0.41,9.87,98
34.18,20.48,0.43,3.51,103
39.17,33.55,0.43,7.38,107
30.78,35.75,0.54,4.75,89
38.25,69.53,0.55,13.42,90
57.79,51.13,0.51,12.56,124
35.24,46.12,0.5,10.84,101
28.43,27.3,0.4,5.92,82
36.75,43.22,0.45,15.33,95
28.69,46.76,0.41,11.71,81
30.94,44.8,0.41,11.93,82
35.48,52.86,0.93,15.22,83
35.64,46.06,0.63,19.68,105
38.98,46.8,0.53,18.59,126
53.56,52.52,0.55,26.72,151
50.78,41.44,0.39,21.93,158
27.7,38.37,0.35,15.97,112
27.05,38.98,0.46,9.52,92
26.17,36.83,0.54,11.83,79
30.25,35.29,0.46,18.1,101
30,35.52,0.43,10.95,97
33.04,41.73,0.56,18.17,111
27.29,38.39,0.45,17.86,84
32.92,44.95,0.7,11.38,76
33.78,36.11,0.43,12.05,85
32.22,37.53,0.56,13.1,79
31.92,34.59,0.48,15.3,95
38.8,44.72,0.5,13.39,80
33.39,45.59,0.45,15.11,90
24.36,41.02,0.43,10.52,100
27.25,41.73,0.54,12.32,85
35.14,42.5,0.58,22.36,87
33.26,37.76,0.5,10.86,88
34.32,41.61,0.49,17,81
30.08,38.24,0.47,25.43,91
31.55,43.01,0.4,27.6,83
25.83,43.68,0.85,30.88,84
28.16,36.77,0.45,19.09,68
36.57,37.66,0.54,2.72,91
21.84,35.28,0.42,3.69,68
28.49,33.71,0.52,14.09,70
22.82,33.08,0.37,13.4,89
29.86,32.84,0.49,5.17,82
22.54,34.15,0.39,6.51,69
27.9,39.37,0.55,5.16,63
27.85,39.62,0.58,3.7,67
32.61,36.09,0.51,10.45,81
36.78,37.23,0.72,13.25,104
41.99,38.59,0.58,11.7,127
43.56,38.15,0.66,9.21,123
44.48,43.93,0.59,7.5,130
35.02,38.7,0.55,12.02,125
35.58,35.59,0.53,11.23,113
40.33,34.26,0.45,7.3,114
43,52.68,0.99,12.92,118
40.26,34.1,0.33,7.57,117
52.43,40.08,0.51,7.34,130
53.49,46.16,0.67,6.51,142
48.5,45.67,0.59,11.38,109
45.4,34.88,0.52,2.45,106
39.1,41.31,0.6,5.02,73
44.7,37.98,0.61,9.11,100
53.32,45.44,0.64,7.69,107
34.35,42.32,0.6,4.71,93
21.86,42.23,0.48,6.46,76
25.69,42.03,0.53,8.05,87
32.84,43.43,0.56,11.58,72
17.9,40.17,0.51,14.66,63
20.96,32.21,0.85,30,54
30.03,32.93,0.88,22.77,61
31.38,31.63,0.91,21.64,74
41.97,48.76,0.9,10.66,122
48.18,38.12,1.11,5.28,118
43.89,28.8,0.84,4.08,114
51.3,47.77,1.36,3.97,116
35.33,43.2,1.13,6.77,108
39.86,37.89,1,25.01,87
45.16,41.65,0.95,31.5,97
41.12,41.07,0.97,3.64,107
39.34,39.76,0.89,5.25,96
48.18,45.56,0.93,11.99,106
41.28,42.57,0.96,8.45,118
47.03,37.44,0.88,8.23,110
65.02,32.44,1.03,3.32,141
48.09,37.19,0.95,2.95,129
47.34,41.09,0.98,3.86,105
56.6,38.93,1.01,4.19,106
64.77,26.21,0.86,2.81,121
62.18,42.52,1.13,6.77,100
62.22,44.38,1.03,3.05,138
67.61,51.88,0.95,2.85,154
33.98,32.51,0.91,2.35,96
41.23,40.65,1.01,2.47,100
47.77,43.66,0.97,2.73,119
71.26,51.8,1.05,3.22,110
37.58,35.07,0.81,5.38,102
38.53,31.62,0.7,2.13,77
38.46,28.05,0.45,1.31,114
29.18,28.82,0.51,2.37,78
28.61,31.75,0.43,2.01,86
34.19,38.97,0.65,3.82,98
36.81,34.54,0.54,4.44,99
18.71,27.41,0.18,4.46,66
28.19,26.8,0.56,2.81,70
52.09,27.89,0.46,3.09,104
73.3,29.07,0.52,3.69,157
64,32.38,0.49,4.75,122
62.23,37.26,0.66,3.19,117
57.35,42.21,0.57,3.3,130
78.54,46.02,0.68,3.7,149
69.29,32.8,0.55,3.7,153
54.88,27.32,0.57,3.87,107
42.4,30.66,0.54,3.71,112
31.74,39.07,0.64,8.16,112
49.33,63.88,0.96,28.82,106
43.88,49.84,0.69,12.45,115
69.73,36.05,0.53,5.9,122
58.04,49.77,0.61,8.68,114
49.55,51.42,0.71,11.62,98
40.69,29.18,0.51,2.9,98
53.01,33.06,0.54,4.91,80
86.27,62.09,0.8,20.28,144
145,50.73,0.78,13.31,181
69.05,45.83,0.67,10.09,168
99.12,56.25,0.75,12.67,199
107.88,57.23,0.79,14.24,236
111.32,78.4,0.97,15.35,288
90.26,63.2,1.04,22.56,228
78.89,62.3,0.9,13.32,177
52.93,42.35,0.77,6.46,152
63.16,57.54,0.76,11.04,160
44.31,22.51,0.61,7.37,182
34.42,19.74,0.63,5.3,118
37.5,19.84,0.61,5.71,95
22.75,16.98,0.57,4.18,63
11.04,14.93,0.54,3.22,47
11.34,14.72,0.56,2.65,44
7.47,12.91,0.54,1.93,38
8.24,10.16,0.54,2.07,40
11.35,17.47,0.6,2.72,44
30.77,42.96,0.75,6.5,74
101.79,44.43,0.74,19,112
198.38,41.63,0.73,19.32,387
48.16,29.96,0.66,5.47,142
66.51,33.99,0.74,13.53,127
87.49,18.34,0.69,15.16,147
90.03,32.85,0.92,12.25,214
56.29,24.96,0.75,10.24,170
72.47,21.2,0.75,8.52,170
57.22,18.49,0.73,5.04,139
54.95,17.67,0.81,3.19,103
57.21,20.42,0.7,3.03,131
40.27,27.34,0.64,8.67,107
42.25,15.38,0.63,3.94,86
47.82,16.99,0.66,5.07,96
61.71,37.42,0.68,7.74,112
89.61,29.08,0.85,5.29,187
96.08,21.61,0.89,4.41,213
114.86,24.2,0.84,8.94,274
86.25,32.87,0.65,8.1,282
74.06,35.65,0.83,6.01,233
69.72,28.88,0.84,5.33,176
82.35,27.44,0.84,5.79,160
80.16,20.91,0.79,7.69,145
78.08,19.55,0.72,10.34,171
53.03,22.34,0.61,7.09,130
24.85,15.9,0.58,2.94,79
5.89,36.94,0.54,3.65,61
8.6,20.6,0.46,2.81,49
63.48,29.34,0.62,19.89,91
118.3,93.1,1.08,7.03,291
111.24,79.61,0.92,19.05,276
100.63,58.23,0.73,12.57,255
77.43,40.68,0.65,17.41,220
70.2,21.96,0.47,17.86,152
131.6,103.42,1.26,31,278
132.69,92.32,1.28,28.06,298
148.04,103.9,1.38,29.16,319
139.55,92.53,1.25,23.07,315
116.68,40.15,0.95,13.47,299
132.1,73.49,1.12,11.81,304
119.16,87.59,1.2,14.7,307
136.86,130.26,1.51,41.63,296
137.45,87.03,1.4,21.05,320
135.46,67.15,1.08,16.33,309
106.66,33.85,0.86,11.83,279
115.8,56.99,1,17.47,291
120.2,57.3,1.02,15.43,280
203.05,80.39,1.71,36.83,343
76.5,63.35,1.24,31.62,281
102.42,29.75,0.96,14.97,199
126.4,58.08,1.12,20.4,274
125.44,74.49,1.24,31.84,305
125.76,78.53,1.29,20.76,307
143.69,62.47,1.3,26,313
129.7,59.43,1.24,16.05,315
118.46,76.17,1.09,19.4,302
115.56,47.81,1.16,25.46,281
100.56,41.78,1.1,19.65,257
45.94,22.82,0.63,7.14,113
80.45,17.27,0.78,6.64,101
85.77,42.57,0.88,8.47,196
79.75,44.93,0.83,8.68,172
71.88,33.23,0.71,10.28,160
57.58,35.5,0.7,7.14,117
53.84,51.62,0.84,7.87,116
99.81,71.07,1.19,11.1,205
85.53,65.16,1.06,9.32,205
71.09,46.25,0.85,5.64,147
111.01,74.52,1.32,10.17,228
113.48,91.99,1.43,29.5,272
118.36,85.31,1.57,28.7,283
98.9,63.54,1.15,18.3,277
76.34,42.83,0.83,13.4,165
59.05,28.13,0.68,4.38,126
54.84,33.09,0.72,5.12,114
59.6,33.96,0.78,6.52,122
94.42,60.03,1.06,8.19,182
55.03,30.02,0.74,6.43,144
67.33,44.68,0.86,7.87,115
50.92,34.62,0.81,11.06,109
51.74,37.14,0.79,20.8,109
33.27,20.37,0.68,4.56,84
39.61,24.55,0.72,5.77,82
51.81,36.12,0.83,15.92,98
52.8,40.23,0.67,10.17,103
51.41,47.12,0.84,13.49,118
41.71,50.67,0.72,33.77,124
48.26,36.7,1.11,24.73,137
52.58,28.68,0.89,7.1,148
15.89,14.77,0.45,4.55,48
26.93,20.86,0.55,6.16,63
27.8,24.13,0.73,10.33,78
22.27,26.61,0.67,11.33,92
42.23,32.32,0.74,14.82,102
30.85,23.55,0.67,7.93,104
33.92,29.37,0.77,4.45,81
27.95,39.08,0.86,5.18,80
19.08,36.5,0.61,12.53,79
21.22,42.49,0.83,17.44,74
30.96,53.94,0.71,25.05,105
42.54,51.99,0.71,23.47,121
50.39,61.21,0.84,25.54,131
43.56,38.18,0.72,12.45,130
28.18,25.99,0.59,8.67,107
34.35,37.82,0.62,13.1,98
30.15,29.19,0.57,35.88,98
32.39,43.73,0.68,4.7,100
27.53,28.71,0.64,9.69,78
23.36,29.64,0.79,9.32,74
36.33,42.43,0.96,27.76,91
31.12,36.11,0.77,11.71,114
31.06,35.72,0.87,11.38,101
36.77,35.59,0.83,4.85,99
24.49,30.89,0.7,8.09,81
24.5,33.42,0.68,10.25,71
30.49,33.41,0.77,15.85,87
31.8,28.23,0.83,11.6,91
37.15,36.12,0.86,12.35,103
44.75,45.4,0.88,22.5,110
43.25,35.51,0.94,10.1,126
28.42,36.19,0.95,17.8,108
27.5,35.23,0.88,14.67,101
27.02,32.42,0.87,21.15,91
23.63,25.85,0.72,19.17,96
32.96,43.6,0.63,8.55,86
25.61,41.37,0.64,12.44,105
22.42,22.97,0.8,4.42,81
23.73,23.77,0.85,6.88,80
33.69,22.46,0.66,5.13,100
27.28,42.29,0.8,7.57,96
20.65,31.55,0.71,9.19,99
28.84,36.27,0.84,16.08,89
31.45,42.89,0.87,19.8,110
35.3,33.42,0.8,6.68,114
31.25,24.69,0.75,5.09,111
22.48,18.99,0.65,3.89,88
21.76,28.49,0.71,4.05,71
25.62,44.16,0.79,2.61,79
29.58,33.58,0.65,3.6,85
26.19,26.87,0.61,3.32,72
21.88,22.74,0.6,2.76,63
37.51,23.73,0.88,3.31,83
38.9,27.19,0.79,2.88,116
29.45,23.62,1.01,2.41,113
25.92,19.16,0.83,3.27,102
18.89,15.71,0.61,5.58,85
12.9,15.86,0.61,5.1,56
13.18,18.79,0.58,5.3,46
15.1,35.9,0.57,6.22,50
59.67,49.52,1.16,4.15,97
52.61,32.12,0.86,2.49,175
65.23,42.18,0.95,3.66,160
67.2,31.58,0.9,3.34,190
56.08,35.5,0.85,3.37,163
54.82,22.26,0.64,2.01,166
61.23,26.94,1.16,4.41,151
56.23,18.5,0.81,3.73,163
49.08,11.09,0.87,3.19,140
44.74,10.19,0.71,3.32,138
43.14,11.43,0.98,2.82,135
37.06,10.67,0.69,2.64,129
45,4.13,0.9,7.43,116
29.21,19.75,0.84,9.12,111
35.01,40.82,0.97,7.74,125
40.21,42.51,0.96,6.94,117
38.02,38.62,0.68,25.27,127
31.98,32,0.79,9.84,108
32.84,32.44,0.67,13.58,115
26.16,28.5,0.73,10.67,106
29.8,29.1,0.77,11.11,101
39.15,31.19,0.82,7.83,109
57.41,33.59,0.75,7.1,126
31.75,34.42,0.79,6.71,120
39.54,51.29,1.06,18,106
33.95,44.94,0.85,29.13,114
33.91,42.39,0.8,17.44,111
37.1,31.49,0.77,4.73,103
45.29,29.3,0.76,6.79,103
50.58,33.15,0.79,7.03,87
29.74,44.6,0.9,6.22,97
42.08,50.29,0.86,9.46,109
50.27,31.49,0.85,7.79,88
38.91,35.15,0.84,8.96,117
45.26,35.69,0.85,13.73,121
37.51,32.28,0.74,11.74,109
55.58,46.77,0.9,14.09,119
47.28,51.94,0.82,15.56,122
37.53,49.11,0.74,14.49,99
27.89,43.7,0.75,12.47,112
39.18,54.95,0.97,18.97,101
37.35,46.38,0.76,21.26,122
40.03,40.83,0.69,21.41,135
33.4,53.01,0.78,9.52,109
40.58,45.39,0.84,18.11,100
59.13,56.36,1.08,11.91,153
37.62,38.69,0.89,6.32,126
28.8,41.36,0.82,9.01,86
56.84,63.61,1.11,8.07,104
39.46,37.97,0.73,8.51,98
35.47,28.75,0.68,8.96,75
22.96,26.62,0.64,7.11,60
30.65,27.46,0.79,8.36,73
40.18,47.96,0.81,13.28,98
30.4,50.51,0.87,14.79,100
25.84,42.21,0.8,14.17,105
20.4,39.65,0.63,14.86,80
29.39,50.5,0.66,9.93,88
33.41,43.53,1.02,14.2,107
33.55,40.73,0.68,14.65,132
33.67,41.48,0.61,14.04,110
25.58,39.32,0.7,10.14,80
30.74,46.97,0.69,31.92,107
26.75,35.87,0.59,23.57,128
31.12,40.55,0.83,9.07,129
25.62,34.25,0.63,7.67,108
20.88,34.46,0.5,7.07,102
34.28,41.25,0.52,6.76,110
28.47,41.79,0.37,6.88,106
41.9,49.44,0.95,5.05,106
57.36,59.13,1.07,6.75,143
40.74,33.3,0.63,12.61,117
58.92,48.17,0.93,9.67,106
34.17,24.07,0.57,11.45,89
20.21,12.57,0.44,14.75,57
20.03,13.26,0.39,14.46,46
16.74,17.67,0.49,15.32,49
29.76,35.69,0.89,15.27,75
29.61,35.82,1.05,5.87,100
19.61,40.12,0.67,13.09,78
17.07,40.79,0.7,12.45,52
27.38,39.75,0.75,15.04,71
24.48,38.05,0.93,10.33,53
26.17,36.98,0.76,14.9,85
32.33,43.05,0.98,9.68,104
26.12,34.39,0.88,10.89,113
17.8,32.18,0.79,15.37,75
25.11,45.85,0.84,11.42,68
29.95,38.31,0.99,13,83
21.59,41.77,0.86,10.46,88
22.25,38.1,0.71,14.35,82
14.45,35.05,0.56,8.44,52
24.41,29.55,0.79,14.27,63
30.46,38.34,0.74,11.71,90
36.4,40.32,0.82,16.17,98
29.25,26.37,0.69,13.81,102
42.33,40.05,1.09,13.23,90
38.76,29.49,1.04,11.26,101
38.11,22.38,0.75,10.36,108
44.17,29.12,1.17,15.21,113
36.68,9.43,0.7,9.77,112
29.83,10.6,0.73,11.5,77
45.17,15.42,1.24,9.78,109
30.77,11.86,0.88,10.12,97
26.34,11.76,0.57,7.02,82
35.18,9.73,0.79,9.85,108
32.64,9.42,0.65,13.95,109
20.11,36.1,0.71,11.7,62
18.05,39.29,0.77,3.19,56
23.49,32.1,0.84,6.27,64
29.19,35.22,0.94,5.22,98
33.74,42.43,0.95,10.84,111
35.28,42.02,0.95,14.92,104
33.52,41.39,1.03,11.65,93
34.27,47.83,1.06,12.33,96
39.35,39.29,0.73,11.27,107
37.09,33.06,0.68,13.99,86
42.98,34,0.84,11.14,83
35.14,15.97,0.47,43.29,91
14.11,21.64,0.5,13.71,60
9.76,9.06,0.43,14.52,43
14.75,20.6,0.54,14.57,53
15.09,20.87,0.61,13.48,77
6.64,14.1,0.5,13.67,44
6.63,18.22,0.59,19.71,42
12.12,30.68,0.89,11.8,64
15.48,31.57,0.93,13.94,84
23.9,41.9,1.62,14.48,106
35.29,35.82,1.27,36.42,131
27.57,29.53,1.19,13.16,89
32.77,32.42,1.32,9.55,98
27.7,38.3,0.96,11.82,93
26.46,42.8,1.24,15.85,97
42.61,43.36,1.19,7.74,117
26.99,41.21,0.63,28.81,109
30.49,55.32,0.85,31.92,74
57.44,65.83,0.87,21.33,114
25.84,47.16,0.93,28.64,81
24.45,45.24,0.72,26.95,100
27.58,33.36,0.68,21.97,101
28.92,34.79,0.6,21.58,133
28.02,27.55,0.56,30.78,147
45.56,21.17,0.62,22.43,75
32.93,29.73,0.74,24.58,83
7.02,24.67,0.56,23,48
8.55,21.09,0.51,21.46,45
10.32,40.82,0.8,29.33,52
5.29,25.84,0.53,61.41,64
10.5,22.41,0.52,20.41,44
15.67,38.11,0.78,21.7,62
5.08,29.46,0.69,23.81,74
37.82,56.87,1.44,22.24,121
18.29,37.56,0.8,23.34,93
116.65,41.26,1.11,26.63,132
40.46,22.82,0.58,20.81,284
31.24,22.14,0.82,24.43,60
41.58,35,0.79,20.54,81
63.19,42.84,1,18.43,101
78.9,40.43,1.06,18.88,163
86.71,43.75,0.95,16.03,134
144.72,47.03,1.13,21.69,281
109.46,61.03,1.27,18.52,307
114.41,66.87,1.25,23.79,271
116.67,54.7,1.18,24.78,266
97.75,49.32,0.95,31.16,275
77.22,76.77,1.05,21.67,169
57.05,57.39,0.93,19.4,158
38.34,41.66,0.88,11.09,111
37.12,43.05,1.1,6.17,105
36.97,36.46,0.74,2.78,103
41.18,26.24,0.92,5.74,98
55.7,30.96,1,7.36,107
59.7,35.91,1.11,5.88,110
57.56,38.74,0.84,8.04,109
46.69,29.13,0.72,8.71,96
46.28,23.71,0.71,7.21,82
73.45,24.11,0.76,8.92,105
69.65,26.1,0.77,8.16,152
51.21,29.86,0.69,7.72,114
53.08,33.47,0.75,8.3,106
68.83,41.14,0.81,7.53,112
90,85.93,1.27,9.9,136
93.79,30.06,0.92,7.95,226
72.71,28.31,0.85,9.67,169
44.67,29.73,0.64,8.46,111
61.52,33.07,0.8,8.7,87
64.34,29.06,0.8,8.3,134
56.81,23.67,0.74,8.46,102
65.08,29.86,0.75,9.17,106
71.12,33.16,0.82,9.14,132
63.36,34.16,0.74,8.34,125
76.4,32.77,0.69,8.42,137
58.41,42.14,0.69,8.35,129
36.8,30.32,0.62,9.99,92
17.03,24.57,0.68,8.84,64
12.79,30.6,0.91,9.02,63
24.02,37.62,0.95,7.82,91
27.82,39.95,1.03,8.27,97
34.71,43.66,1.1,6.22,106
37.07,35.91,0.95,8.72,105
36.82,25.16,0.89,7.86,85
27.12,23.35,0.84,7.37,69
46.59,26.75,0.96,7.26,76
75.61,27.03,1.12,8.24,128
75.54,27,1.14,6.7,143
74.33,27.03,1.1,7.84,153
68.72,26.22,1.02,7.57,140
72.61,38.84,1.12,8.36,136
52.33,33.7,1.13,8.44,92
66.6,27.74,1.16,8.14,111
49.66,29.88,1.08,8.97,94
53.48,23.58,1.09,7.53,97
22.7,21.94,0.97,9.26,74
16.07,18.26,0.84,9.12,61
48.21,21.46,0.96,9.91,72
54.65,27.04,0.95,9.6,100
49.43,26.01,0.9,8.68,99
73.62,58.59,1.27,6.94,153
48.07,23.06,1.02,8.07,110
85.85,27.96,1.19,9.74,134
73.83,30.68,1.03,10.25,181
100.48,69.61,1.41,14.54,178
177.2,79.29,2.08,16.45,326
89.81,50.12,1.26,6.53,258
71.06,31.92,1.05,10.02,160
43.36,25.07,1.03,9.53,128
42.17,25.01,1.03,8.03,79
39.3,29.13,1.04,8.58,93
30.99,27.19,0.81,5.57,81
25.31,19.27,0.79,8.29,51
59.54,22.1,1.02,8.98,84
74.94,44.31,1.33,7.32,138
74.82,48.23,1.43,7.31,156
61.94,41.41,1.23,8.91,140
53.3,59.38,0.94,8.17,113
52.42,48.69,1.23,11.47,115
45.66,38.39,1.14,14.41,122
45.58,45.59,1.03,15.64,105
56.11,30.37,0.93,8.02,122
43.35,33.9,0.98,5.57,98
32.75,22.34,0.9,8.72,67
39.45,18.85,0.88,8.38,76
43.56,55.23,1.31,7.95,82
55.76,53.14,1.25,4.99,112
31.28,30.03,0.9,5.97,94
31.23,29.43,0.91,5.36,94
29.14,16.32,0.82,7.85,61
26.04,17.92,0.81,8.73,56
33.44,20.78,0.85,8.23,50
58.03,23.95,0.96,8.33,84
62,27.1,1.02,8.18,101
84.11,63.84,1.33,8.97,150
71.21,49.67,1.14,6.99,159
68.69,50.22,1.29,8.56,140
52.52,39,0.99,7.25,120
40.92,46.46,1.03,5.56,110
42.44,42.49,1.04,5.36,111
46.15,33.42,0.93,7.39,95
39.52,17.39,0.92,3.26,77
30.9,22.46,0.84,1.62,67
48.43,45.51,1.06,3.55,117
54.71,45.3,1.28,3.14,134
36.68,35.01,1.22,5.77,90
43.59,39.8,1.29,4.83,102
29.42,21.19,0.91,7.61,74
46.6,41.14,1.05,5.74,97
51.92,37.25,0.95,7.32,119
47.98,40.73,0.89,6.59,106
65.64,51.57,1.15,6.01,127
50.36,37.2,1.15,15.6,127
20.02,20.44,0.87,9.65,69
15.11,15.5,0.67,7.89,51
14.16,16.21,0.72,8.37,45
17.77,28.78,0.92,11.2,69
19.48,23.76,0.74,11.35,82
16.23,22.56,0.76,8.91,69
19.9,24.48,0.79,8.65,64
23.84,24.28,0.67,10.58,61
21.5,19.43,0.45,8.83,57
29.97,27.41,0.81,7.98,82
34.29,29.32,0.87,3.4,97
50.96,31.88,0.92,6.89,103
31.25,39.24,1.1,6.23,104
33.01,48.77,0.96,7.57,105
43.21,53.06,1.12,6.84,134
23.97,35.13,0.87,11.12,91
20.57,33.67,0.76,11.08,66
23.57,24.78,0.66,10.28,62
19.59,20.91,0.72,9.73,72
32.71,24.99,0.11,13.37,91
31.72,24.54,0.11,11.29,90
22.17,22.72,0.11,11.33,86
21.62,24.02,0.11,10.42,69
18.77,25.22,0.11,8.52,84
30.43,33.1,0.11,7.39,64
23.81,32.49,0.11,5.91,73
30.06,33.18,0.11,7.37,68
25.97,29.23,0.11,5.47,71
22.3,31.35,0.11,6.29,54
16.62,29.33,0.11,6.27,51
14.48,29.2,0.11,7.26,46
8.64,23.46,0.11,6.7,37
20.49,33.31,0.11,7.55,49
23.62,33.43,0.11,6.02,69
16.38,26.65,0.11,5.51,51
15.05,29.41,0.11,6.82,43
20.44,31.19,0.11,6.81,55
18.97,29.57,0.11,7.14,68
21.07,32.55,0.11,6.32,66
21.89,36.49,0.11,9.16,76
15.84,31.67,0.11,5.51,74
9.21,30.52,0.11,7.41,59
14.61,33.08,0.11,8.72,55
9.08,30.16,0.11,6.56,47
10.32,23.99,0.11,3.58,48
8.61,25.18,0.11,7.24,37
8.41,24.6,0.11,6.42,36
10.47,21.59,0.11,5.58,31
12.81,15.19,0.11,6.04,47
7.81,18.79,0.11,8.02,49
18.16,16.27,0.11,7.01,61
11.91,16.76,0.11,7.46,56
23.14,23.73,0.11,6.94,62
18.91,24.04,0.11,5.84,90
17.54,15.64,0.11,8.31,65
8.93,12.81,0.11,8.22,55
9.03,19.43,0.11,8.96,41
11.3,18.09,0.11,8.88,51
12.14,18.43,0.11,10.45,48
9.53,12.9,0.11,7.32,51
16.51,24.04,0.11,6.41,46
14.04,14.28,0.11,5.58,61
6.9,12.63,0.11,6.46,45
8.42,14.05,0.11,6.96,49
11.88,11.76,0.11,7.66,50
11.07,11.71,0.11,9.7,44
2,10.24,0.11,8.86,32
6.3,12.21,0.11,8.56,23
11.18,18.69,0.11,7.87,26
26.88,28.32,0.11,10.13,52
66.22,58.99,0.11,8.24,141
45.53,48.13,0.11,11.82,145
24.8,39.51,0.11,6.37,117
15.91,23.59,0.11,8.48,79
10.99,20.53,0.11,8.73,80
18.69,21.06,0.11,7.19,74
12.35,20.24,0.11,9.69,67
26.6,20.04,0.63,8.42,54
26.94,20.67,0.65,7.34,100
16.71,23.89,0.63,7.79,87
28.1,50.99,0.76,16.45,81
21.22,24.88,0.57,5.43,40
15.68,20.61,0.5,5.82,85
9.91,19.91,0.47,8.78,50
17.94,30.32,0.58,6.48,88
19.14,35.57,0.68,7.19,71
29.71,44.77,0.85,10.64,93
21.66,38.42,0.64,7.02,101
29.69,35.51,0.57,5.32,82
31.14,41.56,0.64,6.61,115
31.84,50.11,0.88,5.06,96
32.55,44.59,0.69,5.9,92
37.71,52.1,0.7,5.59,90
37.67,53.59,0.97,5.74,84
22.75,38.23,0.67,10.7,81
21.33,34.56,0.58,9.37,88
24.66,37.93,0.71,7.02,92
21.06,40.33,0.63,11.09,83
17.05,36.31,0.54,11.08,90
21.16,42.96,0.68,11.05,71
14.41,40.06,1.07,13.23,110
26.67,37.36,0.74,11.76,74
25.96,40.22,0.71,10.1,92
33.17,42.45,0.73,13.65,95
25.4,34.09,0.54,10.4,100
34.36,23.38,0.56,10.92,86
13.45,21.6,0.41,8.19,77
7.63,23.27,0.46,6.87,47
15.02,25.06,0.47,8.55,41
24.38,26.06,0.52,12.72,70
22.91,29.53,0.48,8.42,68
16.64,29.26,0.52,9.84,54
